amount,hour,distance_from_home_km,is_foreign,tx_last_24h,account_age_days,merchant_risk_score,is_fraud
28.69,22,48.59,0,4,1101,0.1552,0
63.87,19,23.83,0,4,1543,0.174,0
31.98,18,12.66,0,4,2303,0.2772,0
238.29,18,23.41,0,4,1276,0.2121,0
84.96,16,8.49,1,0,231,0.3203,0
42.36,0,9.38,0,2,1110,0.3699,0
202.72,15,14.38,0,5,2456,0.2036,0
122.07,16,8.15,0,2,1728,0.2563,0
102.22,15,29.65,1,3,2919,0.1617,0
59.78,8,49.05,1,4,628,0.1557,0
13.01,13,11.02,0,4,2133,0.0529,0
63.22,22,20.24,0,4,2869,0.3014,0
53.34,19,12.22,0,5,902,0.1333,0
20.67,16,11.83,0,5,1838,0.0873,0
30.82,22,96.79,0,2,2592,0.0773,0
37.36,9,-999.0,0,0,1592,0.0413,0
19.93,10,20.01,1,5,486,0.0458,0
64.86,5,22.41,0,4,1983,0.1,0
5.09,17,21.71,0,2,423,0.0845,0
602.85,8,8.12,0,4,2969,0.1508,0
148.47,2,5.38,0,2,2912,0.2174,0
100.43,13,10.88,0,2,1281,0.0922,0
22.32,5,29.73,0,5,534,0.0412,0
56.36,11,35.58,0,3,2394,0.3685,0
114.14,9,16.09,0,5,1796,0.1755,0
141.9,6,39.35,0,5,364,0.0486,0
48.12,10,28.45,0,1,2522,0.0868,0
61.89,8,5.21,0,5,2162,0.2001,0
41.71,17,5.61,0,1,2298,0.2049,0
27.22,4,32.08,0,5,1619,0.3864,0
98.75,19,46.82,0,1,1864,0.0675,0
97.51,21,30.1,0,3,761,0.339,0
60.43,16,23.48,0,5,1815,0.3709,0
151.7,20,7.36,0,6,984,0.4529,0
45.65,22,14.56,0,0,302,0.2544,0
37.32,16,47.15,0,2,2587,0.1413,0
50.63,10,10.96,0,5,2676,0.3139,0
32.52,17,32.27,0,2,1482,0.0841,0
11.18,9,30.78,0,2,1403,0.1936,0
251.58,3,11.55,0,6,1891,0.1337,0
17.0,4,25.85,0,3,2687,0.0708,0
110.01,18,19.02,0,6,2452,0.4172,0
241.05,14,39.86,0,5,2784,0.138,0
29.28,17,11.42,0,0,1916,0.3511,0
160.33,6,80.96,1,2,1109,0.3515,0
26.15,1,27.46,0,3,826,0.4175,0
11.56,10,1.93,0,1,1029,0.109,0
96.38,7,40.59,0,2,1096,0.3681,0
137.65,17,11.99,0,1,1462,0.2122,0
21.65,15,61.1,0,1,1648,0.0292,0
38.94,19,9.59,0,2,2701,0.0235,0
137.28,5,23.86,0,3,1151,0.1223,1
13.79,10,24.92,0,2,2565,0.2855,0
218.29,17,39.63,0,5,735,0.2388,0
53.3,19,24.31,1,2,667,0.175,0
11.11,23,25.81,0,6,2920,0.1866,0
34.24,0,8.19,0,4,236,0.0864,0
36.25,1,36.53,0,1,2615,0.281,0
25.21,8,54.35,0,4,2143,0.5707,0
44.06,22,9.71,0,3,1709,0.2681,0
34.59,4,14.8,0,3,1850,0.4675,0
18.25,19,38.53,1,2,1221,0.4722,0
57.28,11,-999.0,0,3,2230,0.0377,0
216.21,14,12.05,0,4,1561,0.2439,0
151.96,17,22.09,0,3,494,0.0719,0
45.77,14,2.65,0,2,2477,0.0925,0
87.68,1,6.47,0,1,2794,0.2235,0
76.81,19,9.66,0,4,510,0.1515,0
324.63,1,12.55,0,4,2680,0.3561,0
171.16,2,24.58,0,3,2273,0.2622,0
23.71,15,36.49,0,5,1767,0.1101,0
27.14,6,10.77,0,3,1148,0.2035,0
31.72,3,76.28,0,1,1815,0.2018,0
33.69,2,39.19,0,3,2417,0.1369,0
14.34,23,32.05,0,2,1993,0.212,0
77.78,1,8.35,1,1,488,0.2415,0
19.61,4,24.05,0,1,437,0.1503,0
31.17,5,8.55,0,3,2731,0.2231,0
53.79,4,7.04,0,3,2734,0.0589,0
30.93,13,14.86,0,2,90,0.1527,0
31.82,2,9.59,0,6,429,0.1165,0
92.35,21,39.21,0,3,2099,0.0829,0
9.18,4,25.31,0,1,228,0.1694,0
55.44,18,8.08,0,4,2960,0.3266,0
38.02,16,33.49,0,2,2286,0.2173,0
98.92,16,12.29,0,1,546,0.169,0
84.25,4,44.15,1,2,818,0.3428,0
24.28,11,7.2,0,4,895,0.1048,0
32.01,5,66.87,0,5,651,0.2274,0
46.77,14,16.24,0,1,845,0.2238,0
19.2,5,51.33,0,3,1013,0.1089,0
97.22,11,7.43,0,0,1192,0.2123,0
8.68,1,17.02,0,3,364,0.1439,0
24.92,15,40.28,0,4,1641,0.145,0
47.64,12,11.63,0,4,960,0.1583,0
22.85,13,53.61,0,1,829,0.1419,0
24.6,0,29.58,0,3,596,0.0578,0
96.14,15,26.49,0,3,217,0.2114,0
108.91,18,20.28,0,0,2899,0.083,0
19.64,18,23.95,0,2,2294,0.0314,0
51.79,7,57.83,0,2,1851,0.4151,0
269.36,5,-999.0,0,3,482,0.5431,0
16.31,15,-999.0,1,2,2176,0.3524,0
72.0,22,12.95,0,5,765,0.1301,0
93.84,13,15.34,0,7,717,0.0854,0
85.74,1,60.8,1,3,1436,0.043,1
27.25,10,26.31,1,3,2287,0.1536,0
41.69,4,5.43,0,2,430,0.0875,0
47.16,12,79.0,0,2,2496,0.4134,0
115.89,19,23.9,0,4,443,0.1989,0
11.3,7,49.38,0,4,179,0.1368,0
150.8,0,92.93,0,3,440,0.1562,0
28.16,4,-999.0,0,1,2655,0.2241,0
16.84,12,9.63,0,0,1684,0.0928,0
95.55,6,10.15,0,2,2274,0.1913,0
55.5,8,14.07,0,3,583,0.0433,0
68.76,13,29.36,0,3,2064,0.4092,0
149.17,6,18.26,0,5,218,0.2095,0
18.17,13,60.6,0,3,101,0.126,0
61.52,1,-999.0,0,5,552,0.4446,0
253.39,10,12.9,0,3,2426,0.1882,0
114.57,23,31.96,0,4,1672,0.1171,0
50.25,10,18.03,0,0,2408,0.27,0
140.64,1,64.1,0,3,55,0.1268,0
71.36,22,11.88,0,6,2266,0.1803,0
98.96,20,18.48,0,4,2226,0.1637,0
92.71,11,5.24,0,0,364,0.3306,0
55.84,15,1.19,0,5,1500,0.1983,0
25.19,19,5.04,0,4,1687,0.1192,0
12.49,17,24.07,0,1,444,0.231,0
127.3,21,57.8,0,5,1573,0.1623,0
11.78,1,3.6,0,7,928,0.0707,0
28.93,8,37.47,0,3,1823,0.2773,0
33.77,14,52.82,0,5,82,0.16,0
98.95,11,5.48,0,6,2001,0.1413,0
32.89,7,7.49,0,3,2338,0.1434,0
4.6,8,23.78,0,4,1850,0.2379,0
101.43,19,1.56,0,5,1982,0.1659,0
39.61,2,3.99,0,1,1758,0.2819,0
45.83,18,29.99,0,6,1847,0.302,0
89.5,1,1.1,0,2,457,0.3552,0
37.25,14,51.81,0,3,1253,0.1365,0
24.64,23,11.67,0,3,1143,0.0223,0
29.32,23,-999.0,0,5,881,0.4468,0
57.83,5,11.53,0,3,32,0.2763,0
75.53,13,84.61,0,5,946,0.1322,0
86.27,4,1.1,0,5,1030,0.169,0
86.17,8,16.79,0,2,2240,0.1492,0
52.52,13,12.31,0,4,2949,0.4647,0
66.74,12,10.13,0,1,2062,0.0164,0
64.43,1,16.51,1,2,754,0.088,0
75.85,2,9.61,0,2,532,0.1582,0
58.44,22,6.04,0,5,1155,0.1404,0
83.71,20,5.69,1,2,526,0.2807,0
124.03,9,40.78,0,2,2311,0.0618,0
12.79,5,3.62,0,8,62,0.5304,0
131.5,5,5.67,0,3,2522,0.2322,0
83.22,6,10.92,1,3,863,0.5436,0
32.41,12,17.03,0,2,910,0.17,0
27.01,13,9.49,0,4,1114,0.5644,0
65.82,2,37.96,0,4,1746,0.1169,0
283.98,21,34.36,0,6,1241,0.2034,0
40.87,19,13.23,0,2,2689,0.281,0
22.4,3,12.53,0,2,1782,0.2321,0
46.25,6,55.48,0,3,1400,0.3334,0
78.6,3,1.46,0,2,271,0.1605,0
227.09,6,17.76,1,3,729,0.0788,0
111.04,16,5.11,0,2,2405,0.4339,0
56.98,1,10.36,0,5,106,0.2328,0
126.05,14,-999.0,1,2,2664,0.2612,0
16.53,12,25.52,1,4,1837,0.358,0
55.8,13,33.45,0,3,2827,0.0931,0
66.91,12,28.0,0,6,2358,0.0308,0
79.58,7,22.85,0,3,2137,0.1895,0
143.75,22,10.33,0,2,291,0.3025,0
25.04,14,69.51,0,0,1679,0.0553,0
150.21,10,34.18,0,3,95,0.227,0
6.76,2,17.62,1,4,2913,0.085,0
62.51,1,9.31,1,3,2467,0.0461,0
30.12,13,23.3,0,3,55,0.2617,0
7.23,22,6.24,0,3,2042,0.3871,0
5.39,12,21.63,0,4,2805,0.1532,0
74.72,7,27.27,0,1,2685,0.2777,0
39.1,4,10.0,0,4,783,0.2542,0
21.24,5,2.29,0,2,2714,0.0936,0
81.43,8,27.65,1,3,561,0.1779,0
40.45,13,14.99,0,2,717,0.1177,0
11.88,0,16.07,0,2,1311,0.6845,0
19.04,3,-999.0,0,3,1919,0.0313,0
58.96,13,30.96,0,2,1922,0.3029,0
47.01,13,85.2,0,5,304,0.0439,0
82.51,3,3.25,0,4,1623,0.3391,0
34.64,7,1.12,0,4,1418,0.1571,0
17.06,9,3.39,0,1,515,0.0596,0
98.81,21,32.72,0,2,816,0.5165,0
44.84,14,61.57,0,3,573,0.328,0
122.69,16,34.61,0,1,2124,0.2628,0
47.74,19,18.17,0,1,1285,0.1705,0
24.75,1,-999.0,0,4,1708,0.1355,0
60.35,11,19.83,1,7,1857,0.093,0
463.96,20,7.01,0,5,2035,0.2783,0
5.31,12,30.22,0,2,2421,0.1714,0
55.85,4,43.28,0,6,1821,0.15,0
30.03,10,15.03,0,2,2907,0.1664,0
55.52,12,13.46,0,4,634,0.0507,0
23.58,6,6.6,0,1,631,0.1843,0
62.34,20,3.99,1,1,551,0.1001,0
18.93,18,7.54,0,2,2935,0.1992,0
14.99,1,19.94,0,0,2598,0.3049,0
42.53,19,21.08,0,1,779,0.2888,0
28.9,23,33.39,0,4,1851,0.1044,0
10.6,12,13.41,0,3,49,0.2203,0
45.81,11,15.26,0,5,1645,0.1412,0
20.27,20,19.55,0,2,2029,0.1581,0
132.56,20,13.87,0,3,2633,0.0131,0
12.71,2,13.01,0,5,1740,0.2108,0
22.59,1,4.8,0,8,77,0.2305,0
42.57,23,1.85,0,8,290,0.1611,0
108.43,21,-999.0,0,2,1879,0.1052,0
128.45,16,8.67,0,5,2465,0.0355,0
144.61,17,2.99,0,4,2746,0.0885,0
45.11,2,23.87,0,2,63,0.189,0
22.28,12,11.82,0,3,1091,0.3476,0
11.31,20,12.4,0,1,1481,0.0409,0
124.65,7,11.62,0,1,1735,0.1798,0
77.63,19,64.87,1,0,492,0.2633,0
23.58,17,12.06,0,4,343,0.2469,0
117.85,6,47.27,0,4,108,0.4792,0
52.46,8,10.33,0,2,1291,0.1893,0
168.45,1,52.83,0,5,2471,0.0191,0
22.22,2,7.29,0,3,2924,0.1393,0
23.53,17,16.98,0,2,2412,0.4049,0
76.4,12,9.73,0,0,1096,0.1503,0
9.84,7,-999.0,0,4,519,0.0722,0
134.05,1,32.89,0,3,2679,0.2155,0
24.1,3,67.17,0,7,1452,0.365,0
118.76,14,68.55,0,2,2322,0.2502,0
190.47,18,16.16,0,4,901,0.3186,0
26.41,5,8.14,0,5,2936,0.1403,0
82.83,1,3.72,0,5,1201,0.2335,0
30.44,2,-999.0,0,2,1757,0.4403,0
40.68,22,9.19,0,1,1215,0.2237,0
37.2,9,13.36,0,2,2139,0.3782,0
68.38,3,14.73,0,4,970,0.2007,0
58.12,18,20.15,0,4,316,0.066,0
35.25,8,17.27,0,3,1451,0.1544,0
14.19,2,25.16,0,4,799,0.1758,0
89.43,8,25.9,0,8,446,0.1378,0
75.75,6,27.74,0,5,2693,0.3158,0
31.13,20,18.63,0,2,2499,0.3082,0
10.4,4,9.45,1,2,457,0.0103,0
30.82,21,8.11,1,2,1160,0.1266,0
115.59,7,23.64,0,4,384,0.3517,0
21.29,10,56.0,0,4,596,0.1462,0
31.74,6,5.03,0,0,579,0.4528,0
28.35,19,10.02,0,3,482,0.1298,0
20.14,19,20.36,0,0,2842,0.1884,0
12.27,0,16.42,0,5,996,0.1627,0
29.49,1,25.7,0,2,1210,0.2195,0
50.87,2,8.97,0,3,1918,0.1254,0
28.35,15,11.23,0,4,616,0.3103,0
63.83,10,18.93,0,3,46,0.1585,0
93.36,11,16.45,0,5,108,0.1209,0
31.82,18,-999.0,0,5,2882,0.1315,0
40.72,5,20.87,0,4,111,0.1622,0
115.49,6,12.17,0,2,463,0.1015,0
25.01,10,4.99,0,0,602,0.4192,0
22.95,19,15.96,0,6,151,0.0759,0
91.0,22,5.11,0,2,1841,0.2394,0
68.43,10,28.22,0,3,502,0.2731,0
30.86,16,19.15,0,3,643,0.1117,0
31.8,2,16.8,0,3,1704,0.066,0
51.41,8,29.54,0,1,2060,0.1626,0
54.7,18,16.54,0,1,93,0.2184,0
6.29,7,53.89,0,4,1701,0.1451,0
33.17,2,12.3,0,6,573,0.1175,0
93.26,11,76.91,0,3,2820,0.2543,0
7.16,19,10.21,0,4,1681,0.1662,0
276.41,10,12.59,0,1,829,0.0971,0
24.71,3,15.98,0,2,2825,0.0382,0
67.73,18,2.13,0,1,1108,0.4493,0
21.64,18,-999.0,0,2,799,0.0844,0
101.96,23,22.96,0,1,400,0.0587,0
60.52,23,6.92,0,4,2270,0.1048,0
145.67,0,30.8,0,3,1693,0.1151,0
54.01,13,19.78,0,3,1921,0.0629,0
27.84,12,51.65,0,4,765,0.1366,0
4.65,8,19.33,0,2,2800,0.2418,0
124.86,10,2.89,0,4,1978,0.2571,0
99.19,6,28.78,0,1,1797,0.3643,0
35.41,5,18.59,0,2,995,0.257,0
18.94,23,24.97,0,2,556,0.1428,0
34.11,20,15.55,0,5,1230,0.2811,0
146.62,6,-999.0,0,6,968,0.3891,0
118.27,15,54.33,0,0,2874,0.0212,0
36.33,10,22.01,0,4,2615,0.1927,0
30.46,21,29.92,0,4,185,0.2293,0
8.67,1,40.51,0,7,1485,0.3091,0
15.33,18,7.86,0,2,2764,0.2747,0
78.3,19,17.87,0,4,307,0.1958,0
11.28,10,14.14,0,2,255,0.2884,0
32.59,22,20.15,0,5,1863,0.0321,0
14.42,0,12.63,0,2,1326,0.125,0
58.72,13,5.53,0,0,1619,0.1465,0
29.49,19,18.23,0,2,2474,0.3121,0
41.89,1,7.23,1,1,1183,0.0445,0
66.21,21,13.53,0,4,1899,0.1191,0
71.18,0,6.02,0,3,400,0.3225,0
5.17,9,15.36,0,5,2397,0.0662,0
24.76,10,32.01,0,2,1864,0.2992,0
3.56,21,35.65,0,4,2393,0.2936,0
14.67,13,-999.0,0,2,1354,0.1048,0
34.1,5,36.17,0,1,1095,0.1277,0
31.79,15,8.35,0,2,2859,0.0388,0
67.39,20,7.47,0,2,388,0.2538,0
16.55,12,16.61,0,4,1248,0.3874,0
26.65,9,24.26,0,5,1384,0.2051,0
46.86,15,7.07,0,3,1124,0.1687,0
53.66,21,14.71,0,3,695,0.1033,0
31.42,0,9.27,0,6,189,0.3672,0
79.2,17,23.0,1,3,2056,0.1471,0
37.09,14,19.26,0,5,150,0.3099,0
84.94,1,6.94,0,2,2995,0.3168,0
24.29,9,125.69,0,4,2778,0.5073,0
175.51,13,30.5,1,1,2212,0.3383,1
73.12,0,52.44,0,2,1845,0.2918,0
13.9,21,25.33,0,4,2893,0.2536,0
19.81,14,7.61,0,5,1890,0.253,0
23.26,19,71.14,0,5,880,0.11,0
220.9,7,95.17,0,4,470,0.1484,0
18.49,11,11.53,0,2,447,0.1846,0
40.56,16,3.59,0,4,159,0.3553,0
98.7,5,38.48,0,3,627,0.3401,0
11.5,8,11.58,0,6,2289,0.2077,0
397.01,14,60.72,0,0,2072,0.2128,0
98.79,5,46.02,0,4,2765,0.2624,0
84.78,2,28.14,0,6,2106,0.0693,0
71.99,17,67.68,0,2,2342,0.1891,0
32.7,19,43.37,0,4,1312,0.3705,0
23.03,8,98.11,0,1,1362,0.2085,0
15.05,3,18.85,0,2,2798,0.0995,0
16.48,13,74.42,0,2,2048,0.0943,0
15.62,0,19.83,0,6,1330,0.218,0
146.4,9,30.73,0,1,1987,0.0491,0
229.13,17,1.13,0,0,402,0.1522,0
6.02,14,11.18,0,2,1249,0.4753,0
18.07,13,45.42,1,3,1512,0.3698,0
291.72,5,74.35,0,1,2679,0.3144,0
13.19,11,46.62,0,0,595,0.194,0
63.0,0,32.41,0,1,993,0.2113,0
104.42,16,17.39,0,2,2650,0.0273,0
20.76,4,22.69,0,3,552,0.1261,0
298.24,18,36.01,0,4,1270,0.2531,0
235.69,23,0.66,0,13,232,0.0806,0
13.67,18,20.06,0,5,2467,0.0883,0
22.36,0,1.62,0,0,2610,0.3142,0
17.83,18,11.75,1,2,675,0.4273,0
51.4,7,21.94,0,5,784,0.3843,0
70.02,13,28.4,0,4,395,0.161,0
108.74,17,10.04,0,2,1291,0.2898,0
126.56,23,23.31,1,1,365,0.0342,0
156.58,6,6.44,0,3,191,0.1626,0
27.78,13,40.12,0,1,2520,0.185,0
6.45,14,7.91,0,3,2686,0.35,0
85.05,7,17.6,0,3,700,0.263,0
43.28,9,70.48,0,1,1112,0.0866,0
16.08,0,0.92,0,4,2678,0.0949,0
10.2,22,5.69,0,3,891,0.2549,0
57.5,19,10.84,0,2,2541,0.2498,0
506.88,0,3.29,1,5,2764,0.1736,0
44.25,17,36.89,0,2,2071,0.1022,0
101.9,3,3.6,1,5,1048,0.2276,0
18.49,0,5.04,0,3,760,0.1229,0
17.3,4,61.91,0,2,1436,0.3003,0
112.73,2,24.22,0,5,1852,0.0373,0
13.85,12,27.37,0,3,152,0.2588,0
10.03,7,45.12,0,2,706,0.0811,0
28.45,11,4.63,0,5,2423,0.137,0
24.58,12,12.35,0,1,1481,0.2922,0
89.02,15,33.26,0,2,1954,0.3801,0
14.12,15,53.46,0,3,1547,0.4084,0
7.85,21,8.42,0,3,1025,0.1697,0
115.31,22,34.53,0,4,1341,0.3961,0
66.71,6,57.19,0,1,2445,0.2693,0
15.99,2,23.56,0,1,38,0.0107,0
118.46,6,38.94,0,2,387,0.2274,0
9.18,16,10.69,0,2,2577,0.2031,0
96.59,1,32.66,0,3,1077,0.3758,0
213.03,14,8.32,0,2,291,0.0512,0
7.84,17,5.78,0,5,1884,0.4597,0
26.47,4,28.94,1,2,2555,0.3222,0
20.58,22,29.11,0,3,2841,0.0261,0
43.3,13,42.76,0,5,2526,0.2633,0
119.09,6,21.41,0,0,721,0.0912,0
28.53,12,28.61,0,5,2967,0.1949,0
26.28,6,16.44,0,0,2326,0.352,0
871.35,7,4.06,0,2,2499,0.2422,0
115.83,18,4.06,0,3,1903,0.2689,0
78.4,10,23.69,0,3,2410,0.187,0
15.14,2,44.31,0,2,1741,0.1203,0
28.6,12,31.97,1,5,1025,0.3389,0
87.65,14,81.9,0,3,121,0.226,0
56.46,9,-999.0,0,0,1367,0.105,0
62.75,13,23.14,0,3,361,0.1422,0
103.88,23,38.62,0,2,1822,0.1567,0
4.71,14,14.37,0,2,394,0.4491,0
27.04,17,90.83,0,5,442,0.07,0
28.92,23,50.94,0,2,164,0.3153,0
19.44,7,15.87,0,2,2182,0.3263,0
17.64,3,16.07,0,2,2350,0.2281,0
34.26,7,15.44,0,0,1971,0.027,0
23.61,12,59.37,0,6,2726,0.2156,0
31.54,9,5.25,0,4,376,0.0577,0
13.07,6,3.14,0,4,2371,0.0684,0
112.72,22,-999.0,0,5,2521,0.0908,0
149.86,2,16.3,0,3,1891,0.2826,0
42.82,21,1.96,0,3,110,0.025,0
93.38,14,28.23,1,3,1312,0.4199,0
54.84,13,2.06,0,1,2629,0.1911,0
15.61,6,-999.0,0,2,1427,0.2536,0
96.17,16,12.98,0,4,1403,0.1056,0
74.91,2,32.39,0,2,1991,0.1443,0
71.55,8,2.98,0,0,760,0.2213,0
12.75,3,1.68,0,3,1607,0.2583,0
27.88,6,13.82,0,1,1636,0.4547,0
51.33,13,19.46,0,6,2526,0.2152,0
27.2,21,38.44,0,1,577,0.1255,0
76.91,12,3.76,0,2,1204,0.2203,0
7.64,12,24.32,0,7,2467,0.1624,0
6.39,16,20.76,0,3,2576,0.2154,0
49.82,19,39.51,0,1,1268,0.1449,0
20.61,6,7.54,0,9,2390,0.0268,0
32.23,9,9.3,1,4,2529,0.1974,0
46.12,21,0.57,0,3,579,0.1839,0
345.19,12,26.73,0,1,2127,0.1322,0
9.78,1,48.82,0,3,2731,0.123,0
139.94,5,22.45,0,2,405,0.1612,0
150.13,23,24.08,0,2,2441,0.0881,0
13.39,3,18.68,0,4,2136,0.4669,0
16.65,12,50.29,0,5,563,0.2699,0
158.79,23,-999.0,0,6,488,0.1613,0
59.57,20,66.51,0,3,2031,0.1911,0
824.22,12,30.19,0,3,1830,0.1143,0
12.96,8,11.29,0,2,472,0.0735,0
24.64,17,30.94,1,6,2988,0.1218,0
19.51,1,12.27,0,3,1143,0.2105,0
166.12,5,34.39,0,4,729,0.3228,0
40.75,12,50.73,0,5,22,0.2414,0
32.14,6,3.87,0,4,627,0.2624,0
5.3,4,25.43,0,5,591,0.2174,0
117.95,3,48.79,0,1,1379,0.155,0
17.53,18,12.91,0,4,2394,0.0965,0
106.63,15,33.55,0,1,1914,0.1415,0
57.07,9,20.29,0,6,2095,0.0712,0
23.46,19,11.87,0,1,2580,0.2073,0
20.9,4,14.92,0,0,2529,0.2133,0
71.29,5,26.35,0,6,981,0.4028,0
13.63,17,96.86,0,4,1807,0.2271,0
74.22,7,15.22,0,4,464,0.2497,0
90.95,9,52.81,0,1,2200,0.304,0
369.46,0,2.56,1,3,2456,0.145,0
18.04,18,68.21,0,6,178,0.2838,0
59.63,14,25.9,0,2,2492,0.237,0
99.54,17,21.76,0,2,2557,0.6409,0
89.38,9,23.52,0,3,2837,0.2054,0
7.33,5,13.58,0,2,1901,0.0335,0
17.98,19,8.14,0,1,1438,0.2808,0
35.16,16,14.81,0,4,936,0.1363,0
174.55,0,13.01,1,0,2668,0.0712,0
6.29,1,-999.0,1,3,1929,0.1278,0
30.44,3,8.22,0,5,2849,0.3366,0
47.79,17,20.35,0,1,463,0.2373,0
57.6,12,46.38,0,4,338,0.3245,0
62.63,1,18.4,0,5,1252,0.1342,0
60.19,12,26.21,0,7,2660,0.1958,0
57.63,19,27.99,0,5,540,0.5916,0
46.96,12,24.46,0,4,2282,0.345,0
34.03,11,5.9,0,3,1466,0.3989,0
7.9,18,35.22,0,4,452,0.3203,0
141.87,5,17.21,0,3,2895,0.5207,0
42.05,10,9.13,0,6,54,0.1965,0
9.53,7,55.12,0,1,1410,0.1255,0
13.84,5,13.08,0,7,491,0.4506,0
43.76,9,42.11,1,3,2615,0.478,0
16.33,12,11.27,0,2,509,0.1068,0
20.93,4,3.39,0,1,2686,0.1458,0
34.8,22,19.61,0,1,327,0.3268,0
54.06,23,20.28,0,1,365,0.1046,0
340.87,0,5.35,0,4,2142,0.2652,0
34.27,12,18.55,0,5,2661,0.1848,0
29.14,13,-999.0,0,0,2042,0.0288,0
30.31,15,18.26,0,1,1697,0.104,0
73.5,3,8.44,0,4,1559,0.0951,0
8.11,20,116.96,0,4,2827,0.1704,0
27.41,6,28.07,0,1,1285,0.1392,0
96.22,15,35.4,0,1,2171,0.4658,0
14.85,15,48.08,0,3,621,0.1415,0
15.69,18,24.45,0,4,1183,0.0741,0
42.58,21,8.55,0,1,567,0.3914,0
35.38,19,10.78,0,2,1347,0.173,0
38.8,2,8.62,0,1,2326,0.4916,0
58.37,13,-999.0,0,2,1630,0.0649,0
70.29,1,5.72,0,2,2569,0.121,0
22.26,7,10.02,0,5,2268,0.3694,0
42.56,8,11.21,0,3,1182,0.124,0
11.17,23,20.17,0,3,485,0.0366,0
69.49,21,6.24,0,8,524,0.0178,0
22.22,10,4.16,0,5,1807,0.1284,0
102.1,5,2.88,0,3,2381,0.0408,0
60.95,2,16.34,0,3,1173,0.0585,0
62.45,13,59.76,0,4,2627,0.2338,0
53.67,20,19.01,0,4,312,0.3714,0
15.92,16,8.19,0,2,2214,0.0559,0
40.54,18,3.96,0,1,137,0.126,0
65.96,5,8.57,0,1,638,0.1618,0
12.45,2,16.45,1,4,1198,0.2501,0
138.58,15,28.48,0,2,1054,0.2426,0
84.34,6,22.29,1,3,2152,0.4458,0
129.77,20,11.55,0,4,2440,0.1126,0
5.13,17,20.37,0,0,2914,0.0674,0
34.37,16,28.41,1,6,84,0.0703,0
13.6,17,4.37,0,2,1810,0.1285,0
41.47,5,34.46,0,3,2354,0.199,0
176.25,15,38.81,0,2,387,0.0898,0
99.8,3,7.42,0,2,573,0.0538,0
103.36,5,15.5,1,4,2869,0.0833,0
189.91,19,2.31,0,2,106,0.185,0
41.16,23,11.64,0,2,2146,0.2393,0
30.43,6,18.36,0,4,1031,0.4254,0
121.61,14,27.24,0,1,2141,0.0741,0
77.6,15,1.18,0,2,655,0.1817,0
52.11,18,7.86,0,5,444,0.2475,0
49.54,8,16.99,0,2,925,0.205,0
61.17,14,9.0,1,1,1272,0.0513,0
6.74,13,9.49,0,3,1401,0.1338,0
18.22,22,9.31,0,6,2815,0.0972,0
42.91,18,-999.0,0,5,771,0.0956,0
33.62,13,1.6,0,4,749,0.1468,0
40.74,10,32.83,0,0,537,0.4963,0
12.18,15,-999.0,0,2,874,0.4642,0
36.83,14,27.07,0,3,981,0.2398,0
7.78,10,19.51,0,2,570,0.294,0
21.43,21,4.17,0,3,1366,0.3482,0
11.78,8,34.39,1,1,1195,0.0606,0
34.25,1,29.47,0,3,1684,0.0949,1
49.23,20,-999.0,0,3,1100,0.1544,0
22.06,14,28.88,0,3,819,0.0997,0
85.97,15,11.26,0,5,67,0.0676,0
110.19,20,19.85,0,5,1477,0.2745,0
87.77,8,27.22,0,2,1738,0.1296,0
66.52,20,36.81,0,7,871,0.2793,0
56.25,1,52.39,0,2,715,0.0974,0
24.74,8,-999.0,1,3,859,0.4743,0
40.18,4,18.69,0,2,2828,0.1234,0
15.26,19,6.53,0,1,2237,0.1045,0
79.76,16,19.25,0,0,819,0.2082,0
20.83,8,9.44,0,0,896,0.2894,0
29.07,12,42.42,0,2,510,0.2259,0
168.72,6,43.4,0,0,986,0.0537,0
63.72,22,3.4,0,2,2710,0.2261,0
48.91,23,56.12,0,2,637,0.0729,0
20.78,4,34.06,0,3,1869,0.0588,0
49.88,6,25.75,0,1,425,0.1509,1
98.55,11,1.3,0,1,767,0.1846,0
7.44,9,33.28,0,4,50,0.2096,0
67.52,3,20.63,0,4,1745,0.3111,0
14.15,9,21.52,0,2,2573,0.1098,0
19.2,22,6.09,0,3,1459,0.2464,0
45.46,16,23.22,0,4,2766,0.1539,0
89.27,5,10.21,0,4,2478,0.271,0
44.23,9,25.31,0,2,2068,0.2635,0
52.33,5,34.87,0,5,1902,0.2233,0
27.44,12,19.87,0,2,2284,0.0263,0
51.8,5,21.83,0,1,1973,0.4368,0
78.56,8,-999.0,0,5,1738,0.1232,0
32.55,3,-999.0,0,4,713,0.1845,0
17.93,22,19.77,0,3,2412,0.0727,0
5.19,21,16.63,0,6,958,0.2321,0
37.03,14,30.71,0,3,2833,0.2426,0
44.92,10,11.11,1,1,2193,0.147,0
42.9,5,19.96,0,5,2626,0.2846,0
23.34,16,12.14,0,3,861,0.1338,0
213.07,11,30.96,0,5,1831,0.2964,0
34.01,14,12.72,0,1,1012,0.1766,0
44.61,3,24.51,0,4,205,0.0227,0
35.38,13,22.28,0,2,288,0.1164,0
5.56,17,7.5,0,1,1868,0.0864,0
40.8,17,5.01,0,4,1193,0.1705,0
25.89,14,-999.0,0,4,569,0.1659,0
82.9,10,15.87,0,2,1470,0.1182,0
61.48,1,56.51,0,6,2544,0.2203,0
