customer_id,month_index,tenure_months,monthly_charges,support_calls,avg_session_minutes,data_usage_gb,churned,plan_basic,plan_premium,plan_standard
10372,0,32,50.31,2,34.93,8.19,0,0,0,1
10390,4,32,31.74,2,46.5,9.99,0,1,0,0
10410,3,53,54.61,1,43.56,8.74,0,0,0,1
10232,0,50,64.62,1,29.18,5.91,0,0,0,1
10368,1,7,93.2,2,13.16,1.47,1,0,1,0
10511,2,47,31.91,1,44.4,12.59,0,1,0,0
10673,5,62,14.54,4,42.35,7.56,1,1,0,0
10291,0,7,62.74,0,24.99,8.01,0,0,0,1
10209,6,62,98.71,6,17.08,5.99,0,0,1,0
10578,1,6,60.09,1,42.61,5.6,1,0,0,1
10193,3,36,66.15,0,27.05,6.42,1,0,0,1
10208,5,53,93.48,0,37.18,6.3,0,0,1,0
10319,2,14,15.66,4,29.72,6.28,1,1,0,0
10606,3,59,45.12,0,36.52,7.98,0,0,0,1
10565,2,57,28.33,1,40.74,9.91,0,1,0,0
10364,2,44,20.89,0,36.2,7.29,0,1,0,0
10450,3,26,101.5,2,52.05,11.22,0,0,1,0
10222,1,16,61.55,0,49.35,12.21,0,0,0,1
10012,3,14,66.93,0,17.05,2.46,0,0,0,1
10372,1,33,50.31,2,33.35,8.56,0,0,0,1
10283,2,4,65.69,0,35.81,8.22,0,0,0,1
10304,0,43,51.74,4,52.81,8.2,1,0,0,1
10301,3,48,29.97,0,20.61,8.27,0,1,0,0
10437,6,48,54.85,2,43.78,5.6,0,0,0,1
10282,1,28,28.3,2,32.21,7.0,0,1,0,0
10356,3,44,26.35,2,59.11,13.73,0,1,0,0
10180,5,7,54.36,0,37.4,10.17,1,0,0,1
10014,0,15,26.72,0,44.12,10.42,0,1,0,0
10594,0,6,40.29,2,46.57,7.44,1,1,0,0
10283,7,9,65.69,0,37.68,9.58,1,0,0,1
10491,5,34,65.92,2,15.87,4.47,0,0,0,1
10213,3,9,55.02,2,38.12,10.11,1,0,0,1
10365,4,5,53.16,3,29.07,4.28,1,0,0,1
10027,2,52,88.85,1,34.62,12.0,0,0,1,0
10345,0,35,57.38,4,33.64,3.8,1,0,0,1
10448,0,18,53.82,2,32.38,6.15,0,0,0,1
10455,1,41,44.13,1,35.08,5.1,0,0,0,1
10354,5,23,40.21,0,70.94,15.32,0,1,0,0
10228,0,21,50.46,5,39.32,11.35,1,0,0,1
10313,2,56,94.89,0,38.15,6.88,0,0,1,0
10478,6,35,33.52,2,25.89,2.9,1,1,0,0
10001,4,23,93.12,0,38.37,5.85,0,0,1,0
10374,3,42,90.83,1,22.8,2.59,0,0,1,0
10642,1,54,57.16,3,40.51,7.19,0,0,0,1
10347,2,5,13.88,0,37.55,5.72,0,1,0,0
10697,2,9,73.67,0,30.16,2.37,0,0,0,1
10114,4,25,47.38,0,15.21,5.37,1,0,0,1
10237,3,19,22.41,2,21.06,3.46,0,1,0,0
10480,3,10,51.29,3,27.97,8.22,1,0,0,1
10386,2,19,21.94,0,42.95,11.82,0,1,0,0
10633,2,50,10.15,3,28.02,6.56,0,1,0,0
10385,5,43,60.92,1,54.06,9.29,0,0,0,1
10038,2,23,59.73,3,39.96,8.51,1,0,0,1
10059,5,38,87.86,1,34.16,3.95,0,0,1,0
10157,2,59,26.69,1,21.92,1.81,0,1,0,0
10624,7,62,58.84,2,32.17,6.2,0,0,0,1
10056,4,15,93.08,3,19.7,2.03,1,0,1,0
10294,3,62,45.17,1,48.88,11.64,0,0,0,1
10313,6,60,94.89,0,50.21,7.9,0,0,1,0
10008,5,36,57.63,0,31.79,7.41,0,0,0,1
10560,0,42,91.83,0,31.49,3.71,0,0,1,0
10162,3,14,31.55,1,17.79,6.9,1,1,0,0
10434,4,7,62.52,1,30.4,5.76,0,0,0,1
10140,2,23,20.33,5,27.73,6.75,1,1,0,0
10385,1,39,60.92,1,47.51,6.69,0,0,0,1
10494,6,12,59.04,1,44.35,11.39,0,0,0,1
10606,3,59,45.12,0,36.52,7.98,0,0,0,1
10459,3,24,52.62,1,52.43,7.92,0,0,0,1
10477,0,31,25.92,0,36.92,5.87,0,1,0,0
10039,1,12,32.49,0,52.84,6.97,0,1,0,0
10344,7,12,25.24,1,16.92,1.3,1,1,0,0
10198,4,14,24.64,2,26.3,9.23,0,1,0,0
10158,3,35,26.38,1,37.81,10.74,0,1,0,0
10041,0,41,83.52,1,14.21,3.52,0,0,1,0
10380,1,34,27.7,4,37.4,5.24,0,1,0,0
10252,1,6,20.28,0,38.26,5.44,0,1,0,0
10574,2,14,18.14,1,44.8,8.54,0,1,0,0
10470,4,41,21.25,5,15.99,5.3,1,1,0,0
10533,1,50,20.28,1,44.0,8.78,0,1,0,0
10348,2,53,28.8,0,53.86,12.39,0,1,0,0
10308,1,11,24.61,0,29.93,9.79,0,1,0,0
10192,6,22,30.34,1,33.58,7.06,0,1,0,0
10043,1,58,48.52,1,24.09,6.47,0,0,0,1
10317,0,30,94.59,3,36.61,6.62,0,0,1,0
10662,3,22,38.81,1,32.2,5.58,1,1,0,0
10371,6,25,24.15,0,42.45,7.81,0,1,0,0
10243,3,46,97.59,2,20.53,5.09,0,0,1,0
10329,0,6,91.38,0,29.33,5.87,0,0,1,0
10056,1,12,93.08,1,17.3,4.01,1,0,1,0
10423,1,19,28.3,1,38.61,5.46,1,1,0,0
10537,5,55,60.44,2,35.17,3.61,1,0,0,1
10400,1,20,96.28,0,18.91,5.38,1,0,1,0
10428,2,36,87.25,3,20.19,2.8,1,0,1,0
10066,3,32,56.13,1,38.42,5.52,1,0,0,1
10596,2,21,19.95,0,37.79,6.0,0,1,0,0
10322,4,7,64.61,0,36.8,7.64,1,0,0,1
10694,2,18,49.86,0,60.93,10.82,0,0,0,1
10159,1,41,33.14,0,43.44,8.98,0,1,0,0
10349,1,19,37.17,2,31.91,3.0,1,1,0,0
10502,4,62,48.3,2,60.48,11.87,1,0,0,1
10698,0,22,25.61,1,30.38,8.19,1,1,0,0
10439,3,8,48.51,1,47.28,11.43,1,0,0,1
10283,1,3,65.69,0,38.01,6.02,0,0,0,1
10452,0,8,29.53,1,50.78,14.11,0,1,0,0
10438,6,32,29.83,2,55.34,8.69,1,1,0,0
10180,2,4,54.36,1,46.21,8.71,0,0,0,1
10079,2,57,27.6,2,47.45,8.62,0,1,0,0
10077,2,5,47.96,2,24.42,2.87,1,0,0,1
10413,2,29,24.03,1,23.44,3.79,0,1,0,0
10383,5,30,79.33,1,45.52,10.76,1,0,1,0
10603,1,10,22.43,2,38.82,8.11,0,1,0,0
10676,5,46,101.08,1,39.88,9.45,0,0,1,0
10148,1,35,56.36,1,13.52,3.91,1,0,0,1
10238,4,25,91.26,1,53.67,10.06,0,0,1,0
10307,1,26,31.37,1,18.16,1.93,0,1,0,0
10298,5,44,51.95,1,28.92,4.68,0,0,0,1
10122,0,4,61.29,2,33.37,6.17,1,0,0,1
10370,3,59,21.07,0,24.75,3.3,0,1,0,0
10604,0,29,90.36,3,36.33,7.74,0,0,1,0
10132,3,61,64.91,2,23.93,5.42,0,0,0,1
10647,2,51,24.35,0,36.86,4.85,0,1,0,0
10174,7,38,106.17,1,14.65,2.82,0,0,1,0
10023,5,26,52.73,3,19.5,5.61,1,0,0,1
10300,2,32,101.77,0,50.5,10.19,0,0,1,0
10191,2,56,93.06,1,28.97,5.39,0,0,1,0
10309,1,31,51.74,1,46.63,8.73,1,0,0,1
10094,0,59,19.4,0,44.89,7.41,0,1,0,0
10059,5,38,87.86,1,34.16,3.95,0,0,1,0
10589,3,30,20.75,0,1.0,1.12,0,1,0,0
10398,2,25,45.34,0,24.26,4.59,0,0,0,1
10237,4,20,22.41,0,17.67,5.36,1,1,0,0
10177,1,17,91.9,0,36.45,8.54,0,0,1,0
10224,2,24,48.91,0,41.75,7.07,0,0,0,1
10619,4,8,67.32,1,46.92,11.05,0,0,0,1
10344,6,11,25.24,0,16.36,5.42,1,1,0,0
10392,3,15,33.6,0,14.95,0.6,0,1,0,0
10624,7,62,58.84,2,32.17,6.2,0,0,0,1
10006,2,8,29.62,0,26.35,5.81,1,1,0,0
10333,0,58,59.05,0,32.11,7.03,0,0,0,1
10502,2,60,48.3,4,62.12,12.11,0,0,0,1
10597,0,28,26.37,1,51.04,8.94,0,1,0,0
10395,5,35,25.16,0,30.04,8.99,0,1,0,0
10084,5,46,28.36,1,29.79,6.52,0,1,0,0
10108,4,39,15.75,0,35.63,5.24,0,1,0,0
10134,0,47,67.86,0,39.76,8.49,0,0,0,1
10589,4,31,20.75,0,3.35,2.11,0,1,0,0
10394,2,52,56.83,1,6.79,0.04,0,0,0,1
10158,0,32,26.38,0,31.43,6.31,0,1,0,0
10221,1,44,59.01,2,24.3,5.03,0,0,0,1
10580,2,4,48.74,0,42.57,8.79,0,0,0,1
10232,1,51,64.62,0,26.36,4.16,0,0,0,1
10283,2,4,65.69,0,35.81,8.22,0,0,0,1
10127,2,34,65.09,1,53.71,11.09,0,0,0,1
10201,6,59,97.97,1,17.33,1.94,0,0,1,0
10035,3,57,17.64,1,16.87,2.59,0,1,0,0
10130,4,36,68.79,2,37.55,3.77,1,0,0,1
10331,5,11,63.39,0,15.22,3.58,1,0,0,1
10252,0,5,20.28,2,40.84,10.01,0,1,0,0
10088,2,4,94.24,1,38.18,5.65,1,0,1,0
10203,3,32,33.24,0,40.78,8.46,0,1,0,0
10120,3,16,63.81,1,38.0,4.94,0,0,0,1
10127,5,37,65.09,2,43.96,9.74,1,0,0,1
10555,3,46,49.03,4,71.25,11.36,0,0,0,1
10203,1,30,33.24,0,31.92,4.34,0,1,0,0
10674,2,22,94.66,1,46.23,10.43,0,0,1,0
10465,1,20,18.68,2,51.4,12.55,0,1,0,0
10610,0,44,49.03,1,31.38,7.49,0,0,0,1
10099,6,9,30.67,1,19.93,6.42,1,1,0,0
10556,4,17,97.42,2,25.79,6.06,1,0,1,0
10455,6,46,44.13,3,28.83,6.61,0,0,0,1
10250,5,7,98.33,3,40.9,9.24,1,0,1,0
10078,0,20,58.11,2,50.41,14.06,0,0,0,1
10174,1,32,106.17,1,18.03,4.29,0,0,1,0
10215,0,12,34.14,1,4.2,3.6,1,1,0,0
10544,4,30,21.85,1,24.69,6.76,0,1,0,0
10654,6,27,19.89,2,43.79,5.68,0,1,0,0
10579,6,23,88.95,0,40.82,5.1,0,0,1,0
10338,3,11,51.21,1,36.91,9.33,1,0,0,1
10615,6,21,57.34,3,29.28,4.22,0,0,0,1
10132,1,59,64.91,0,18.55,4.23,0,0,0,1
10652,1,32,102.34,2,10.86,0.35,1,0,1,0
10507,4,54,18.88,0,24.36,4.35,0,1,0,0
10667,4,47,38.58,4,16.6,1.11,1,1,0,0
10692,4,37,95.63,3,31.21,9.72,0,0,1,0
10354,2,20,40.21,1,70.04,15.77,0,1,0,0
10105,3,31,26.68,0,42.4,8.61,0,1,0,0
10591,5,54,57.54,3,52.67,8.65,1,0,0,1
10139,2,60,25.94,1,4.69,0.0,0,1,0,0
10139,0,58,25.94,2,12.15,2.41,0,1,0,0
10101,2,22,92.98,3,28.08,5.77,1,0,1,0
10121,2,5,18.82,3,61.85,16.91,1,1,0,0
10497,3,27,51.79,2,31.07,4.83,0,0,0,1
10060,2,13,94.42,2,26.69,6.25,0,0,1,0
10577,3,46,51.92,2,27.28,4.52,0,0,0,1
10538,4,21,90.25,1,18.89,7.55,0,0,1,0
10206,7,53,97.69,1,45.68,7.71,1,0,1,0
10513,3,59,26.9,3,32.66,5.5,0,1,0,0
10080,0,47,55.43,3,50.83,8.34,1,0,0,1
10459,1,22,52.62,1,49.05,11.54,0,0,0,1
10499,6,49,23.62,1,45.3,8.7,0,1,0,0
10354,4,22,40.21,0,76.13,15.89,0,1,0,0
10265,3,19,26.84,1,31.55,6.63,1,1,0,0
10554,2,13,56.82,0,52.4,11.04,0,0,0,1
10471,2,33,58.57,3,23.4,5.76,1,0,0,1
10111,2,40,23.96,0,33.31,6.9,0,1,0,0
10327,0,46,103.21,1,47.9,7.84,0,0,1,0
10462,3,24,60.55,3,16.72,5.64,1,0,0,1
10529,6,27,97.78,0,29.57,4.43,0,0,1,0
10537,3,53,60.44,3,37.86,7.65,0,0,0,1
10191,4,58,93.06,2,33.5,7.9,1,0,1,0
10147,0,24,46.52,3,43.08,8.19,1,0,0,1
10230,5,27,96.77,1,25.13,7.69,0,0,1,0
10240,6,35,55.23,4,24.29,8.18,1,0,0,1
10641,1,25,55.76,3,15.1,5.09,0,0,0,1
10474,2,32,26.93,1,51.13,6.5,0,1,0,0
10023,2,23,52.73,1,21.32,2.46,0,0,0,1
10145,2,14,89.8,2,48.81,10.1,1,0,1,0
10183,0,6,23.07,3,46.68,9.46,1,1,0,0
10661,2,13,21.53,1,34.07,8.04,0,1,0,0
10545,1,25,55.6,2,31.74,9.12,0,0,0,1
10138,3,31,72.1,1,53.27,9.7,1,0,0,1
10353,1,18,62.38,2,34.06,5.83,0,0,0,1
10518,1,32,96.56,1,45.26,9.74,1,0,1,0
10320,1,57,57.36,0,32.92,4.87,0,0,0,1
10478,3,32,33.52,2,29.08,2.8,0,1,0,0
10371,4,23,24.15,0,51.72,7.82,0,1,0,0
10212,0,29,49.01,1,13.17,4.04,0,0,0,1
10488,3,26,24.83,1,37.38,4.27,0,1,0,0
10259,1,21,53.71,0,39.61,9.26,0,0,0,1
10032,5,15,62.02,0,37.96,5.87,0,0,0,1
10683,0,11,24.33,1,37.01,7.5,0,1,0,0
10478,3,32,33.52,2,29.08,2.8,0,1,0,0
10015,2,44,38.05,1,21.59,4.17,0,1,0,0
10151,0,52,55.28,0,1.0,2.2,0,0,0,1
10520,0,20,21.37,5,45.21,12.87,0,1,0,0
10382,1,26,57.66,3,38.7,10.93,1,0,0,1
10341,0,36,25.18,1,32.67,6.16,1,1,0,0
10027,2,52,88.85,1,34.62,12.0,0,0,1,0
10365,0,1,53.16,2,25.52,5.31,0,0,0,1
10451,0,34,101.2,3,36.88,8.06,0,0,1,0
10238,5,26,91.26,2,62.68,12.75,0,0,1,0
10194,4,13,24.09,1,13.22,1.84,0,1,0,0
10463,2,31,64.16,0,22.63,2.93,0,0,0,1
10013,1,48,55.29,0,21.97,6.12,0,0,0,1
10096,2,33,51.21,1,32.51,8.36,0,0,0,1
10218,2,10,27.01,0,36.69,6.47,0,1,0,0
10397,4,59,22.64,4,35.66,7.26,1,1,0,0
10424,1,2,26.53,0,26.3,8.4,0,1,0,0
10493,0,28,24.66,0,34.44,6.0,0,1,0,0
10158,5,37,26.38,0,26.92,7.68,0,1,0,0
10563,4,60,59.16,0,20.47,6.11,0,0,0,1
10412,6,42,87.57,2,12.2,5.02,0,0,1,0
10156,1,35,48.14,2,39.88,12.11,0,0,0,1
10315,2,32,92.98,2,29.93,8.09,1,0,1,0
10217,0,22,27.55,1,21.06,5.78,0,1,0,0
10042,1,32,50.42,0,15.75,1.61,1,0,0,1
10084,1,42,28.36,0,25.43,7.88,0,1,0,0
10403,5,61,27.84,0,27.94,6.33,0,1,0,0
10436,0,25,103.96,2,36.25,7.63,1,0,1,0
10245,1,36,30.81,1,44.78,9.93,0,1,0,0
10265,6,22,26.84,1,29.25,4.34,0,1,0,0
10399,6,11,21.51,1,51.85,10.1,1,1,0,0
10330,4,25,36.74,3,30.38,5.27,1,1,0,0
10259,0,20,53.71,0,39.27,9.21,0,0,0,1
10527,0,27,22.76,1,51.29,11.59,0,1,0,0
10153,1,39,21.95,1,52.81,7.63,0,1,0,0
10165,1,24,48.55,5,45.14,10.27,1,0,0,1
10074,3,44,31.2,3,47.88,7.12,0,1,0,0
10563,3,59,59.16,1,17.47,0.0,0,0,0,1
10324,1,43,33.79,3,34.21,7.29,1,1,0,0
10469,0,5,52.12,0,44.78,9.16,0,0,0,1
10566,2,53,24.34,1,31.44,4.72,0,1,0,0
10088,2,4,94.24,1,38.18,5.65,1,0,1,0
10561,0,55,13.23,2,60.08,10.32,1,1,0,0
10085,0,47,63.67,1,35.8,4.85,1,0,0,1
10019,6,62,55.83,3,36.06,9.03,0,0,0,1
10571,4,54,96.0,1,21.02,8.17,1,0,1,0
10142,6,10,60.17,3,13.96,0.82,0,0,0,1
10642,2,55,57.16,3,34.66,5.69,1,0,0,1
10402,1,56,16.19,0,11.71,0.02,0,1,0,0
10147,6,30,46.52,8,41.93,4.45,1,0,0,1
10044,2,31,25.22,1,22.19,8.24,0,1,0,0
10426,1,50,27.1,5,12.74,2.46,1,1,0,0
10001,3,22,93.12,2,36.42,3.87,0,0,1,0
10207,0,12,26.49,2,21.76,0.25,1,1,0,0
10384,1,12,23.22,1,22.91,3.87,0,1,0,0
10544,2,28,21.85,0,28.56,3.33,0,1,0,0
10232,3,53,64.62,0,31.92,9.13,0,0,0,1
10539,3,60,29.76,0,1.0,0.0,0,1,0,0
10125,1,18,54.24,2,38.29,7.03,0,0,0,1
10354,1,19,40.21,1,69.88,14.72,0,1,0,0
10346,0,23,31.72,1,31.69,8.42,0,1,0,0
10369,3,19,17.73,4,40.55,9.66,0,1,0,0
10596,1,20,19.95,5,42.8,13.89,1,1,0,0
10128,4,44,18.95,1,22.14,4.66,0,1,0,0
10482,4,47,18.38,4,33.76,9.31,1,1,0,0
10130,2,34,68.79,3,31.42,6.22,0,0,0,1
10679,1,15,56.63,2,56.76,8.52,0,0,0,1
10598,5,10,27.44,1,29.47,10.18,0,1,0,0
10124,4,17,20.8,5,28.25,2.15,1,1,0,0
10436,1,26,103.96,2,28.77,2.96,1,0,1,0
10023,0,21,52.73,0,21.97,2.92,0,0,0,1
10651,4,49,61.48,1,33.64,3.48,0,0,0,1
10050,1,27,24.29,2,10.73,0.34,1,1,0,0
10543,5,52,20.53,0,32.47,5.8,0,1,0,0
10251,5,27,21.15,1,34.2,4.29,1,1,0,0
10407,1,23,29.99,1,35.57,8.11,0,1,0,0
10529,1,22,97.78,2,25.27,6.07,0,0,1,0
10576,5,35,53.02,2,45.73,5.91,1,0,0,1
10296,3,60,17.33,1,35.63,2.34,0,1,0,0
10207,3,15,26.49,3,19.06,1.33,1,1,0,0
10038,4,25,59.73,2,33.55,1.86,1,0,0,1
10288,3,19,50.54,1,41.02,8.69,0,0,0,1
10223,1,5,14.62,5,59.27,9.63,0,1,0,0
10074,2,43,31.2,2,46.22,8.15,0,1,0,0
10004,3,9,25.96,2,4.65,3.14,1,1,0,0
10512,4,58,27.37,2,7.43,4.14,0,1,0,0
10140,2,23,20.33,5,27.73,6.75,1,1,0,0
10328,4,53,52.86,4,42.01,11.45,0,0,0,1
10483,0,50,16.51,0,32.1,3.69,0,1,0,0
10088,4,6,94.24,6,23.29,4.28,1,0,1,0
10499,6,49,23.62,1,45.3,8.7,0,1,0,0
10011,0,38,19.58,2,35.51,8.1,0,1,0,0
10169,0,57,17.78,3,35.68,9.33,0,1,0,0
10554,0,11,56.82,0,44.39,4.48,1,0,0,1
10274,3,12,54.66,1,34.22,6.02,1,0,0,1
10633,0,48,10.15,6,28.02,5.45,1,1,0,0
10666,7,17,97.23,0,18.09,4.79,0,0,1,0
10460,0,45,30.65,0,33.52,2.13,0,1,0,0
10162,0,11,31.55,3,30.53,3.41,1,1,0,0
10393,2,59,97.96,1,48.56,6.95,0,0,1,0
10399,3,8,21.51,1,49.61,7.89,1,1,0,0
10429,3,12,19.41,3,46.93,11.08,1,1,0,0
10444,3,22,25.49,4,28.31,4.21,0,1,0,0
10105,2,30,26.68,0,47.7,11.69,0,1,0,0
10491,0,29,65.92,1,21.36,6.23,1,0,0,1
10171,2,55,40.03,3,32.42,7.66,0,1,0,0
10207,2,14,26.49,2,13.92,3.27,1,1,0,0
10179,4,12,25.0,1,45.71,6.72,1,1,0,0
10220,3,21,57.89,2,50.78,3.31,0,0,0,1
10606,4,60,45.12,2,36.18,10.0,1,0,0,1
10169,4,61,17.78,1,38.22,7.24,0,1,0,0
10495,2,42,20.58,1,12.23,4.41,0,1,0,0
10502,5,63,48.3,2,61.31,8.36,0,0,0,1
10484,0,11,54.79,1,14.01,3.12,0,0,0,1
10445,2,3,104.18,4,31.6,3.04,1,0,1,0
10375,2,3,29.58,2,39.84,7.39,0,1,0,0
10134,1,48,67.86,1,42.2,8.76,0,0,0,1
10388,4,29,100.65,1,60.16,13.02,0,0,1,0
10544,5,31,21.85,2,25.91,9.14,0,1,0,0
10388,1,26,100.65,1,64.26,12.34,0,0,1,0
10190,0,18,14.6,3,40.49,7.17,1,1,0,0
10110,4,54,75.99,3,22.22,3.85,0,0,1,0
10000,6,51,56.98,1,21.74,5.65,0,0,0,1
10194,7,16,24.09,1,10.97,5.26,1,1,0,0
10263,3,27,26.09,2,44.43,12.19,0,1,0,0
10054,2,15,59.03,2,38.18,11.83,0,0,0,1
10594,3,9,40.29,2,39.92,7.48,0,1,0,0
10185,0,2,102.05,3,37.61,9.52,1,0,1,0
10455,4,44,44.13,1,26.52,2.55,0,0,0,1
10574,0,12,18.14,1,39.71,10.93,1,1,0,0
10694,4,20,49.86,0,59.9,9.44,0,0,0,1
10480,5,12,51.29,3,28.36,4.5,1,0,0,1
10121,0,3,18.82,2,58.78,11.4,1,1,0,0
10566,1,52,24.34,1,25.3,9.1,0,1,0,0
10266,3,40,21.82,1,16.43,3.77,0,1,0,0
10195,0,19,49.72,1,39.58,5.5,0,0,0,1
10008,2,33,57.63,1,36.76,6.52,1,0,0,1
10059,3,36,87.86,2,33.29,6.13,0,0,1,0
10171,0,53,40.03,3,36.94,8.36,1,1,0,0
10666,0,10,97.23,3,20.9,6.71,0,0,1,0
10292,2,14,41.18,2,55.64,10.17,0,0,0,1
10355,1,55,58.98,7,32.57,8.38,0,0,0,1
10615,3,18,57.34,0,26.22,2.28,0,0,0,1
10597,1,29,26.37,0,46.7,9.47,0,1,0,0
10064,1,6,31.3,1,33.26,4.36,1,1,0,0
10497,1,25,51.79,1,35.63,7.28,0,0,0,1
10532,7,31,58.49,7,28.16,7.45,1,0,0,1
10597,1,29,26.37,0,46.7,9.47,0,1,0,0
10551,2,23,25.34,0,6.03,0.0,1,1,0,0
10483,2,52,16.51,1,27.35,8.25,0,1,0,0
10220,6,24,57.89,2,41.12,9.37,0,0,0,1
10446,2,50,20.14,1,26.63,3.21,0,1,0,0
10585,4,50,30.67,2,26.12,6.8,1,1,0,0
10150,2,5,93.56,1,25.06,3.39,0,0,1,0
10506,2,50,58.5,1,34.72,4.06,0,0,0,1
10097,2,26,46.97,0,20.77,5.99,0,0,0,1
10312,2,7,97.43,2,37.53,7.08,0,0,1,0
10454,3,10,61.94,1,46.64,9.42,1,0,0,1
10633,1,49,10.15,0,29.47,4.07,0,1,0,0
10143,2,52,58.86,2,8.46,3.05,0,0,0,1
10614,1,2,48.07,0,30.08,6.48,0,0,0,1
10211,2,14,93.92,0,30.02,4.8,0,0,1,0
10088,0,2,94.24,6,29.29,8.14,1,0,1,0
10659,1,2,58.41,0,39.06,14.0,0,0,0,1
10589,0,27,20.75,2,11.26,0.6,0,1,0,0
10049,0,2,20.16,2,14.88,5.61,1,1,0,0
10193,0,33,66.15,3,26.72,6.22,1,0,0,1
10623,2,36,23.2,2,17.58,2.97,1,1,0,0
10498,3,14,34.51,0,21.74,2.79,0,1,0,0
10404,1,10,17.98,1,14.93,1.87,1,1,0,0
10315,5,35,92.98,0,35.18,2.62,1,0,1,0
10019,5,61,55.83,4,33.98,9.53,0,0,0,1
10111,4,42,23.96,2,41.13,6.71,0,1,0,0
10567,4,28,63.73,2,33.67,5.0,0,0,0,1
10361,2,55,57.09,1,24.05,2.78,0,0,0,1
10478,1,30,33.52,0,20.29,6.66,1,1,0,0
10133,3,13,47.45,1,37.98,6.75,0,0,0,1
10230,5,27,96.77,1,25.13,7.69,0,0,1,0
10640,1,43,28.45,1,25.05,4.93,0,1,0,0
10664,3,61,18.24,0,46.66,8.75,0,1,0,0
10259,2,22,53.71,0,44.75,5.93,0,0,0,1
10534,2,46,97.2,1,21.67,7.01,0,0,1,0
10109,4,41,83.33,1,19.94,3.49,0,0,1,0
10502,3,61,48.3,3,55.25,11.12,0,0,0,1
10517,0,38,50.46,1,22.21,2.38,0,0,0,1
10307,2,27,31.37,0,12.14,0.0,0,1,0,0
10474,3,33,26.93,2,42.06,9.52,0,1,0,0
10152,2,9,50.77,6,30.76,5.44,1,0,0,1
10268,0,11,19.89,3,39.88,5.53,0,1,0,0
10210,0,19,20.02,2,29.41,3.1,0,1,0,0
10475,2,28,54.83,0,43.25,9.05,0,0,0,1
10500,3,36,96.42,2,22.3,4.77,1,0,1,0
10169,3,60,17.78,0,38.67,9.05,0,1,0,0
10412,4,40,87.57,2,15.29,1.45,1,0,1,0
10282,2,29,28.3,3,30.92,2.72,0,1,0,0
10470,2,39,21.25,3,19.76,7.44,0,1,0,0
10025,2,15,53.8,0,18.6,5.57,0,0,0,1
10082,0,23,30.31,1,26.52,6.05,1,1,0,0
10526,2,41,31.93,1,30.42,5.52,0,1,0,0
10113,0,5,26.94,3,19.35,5.68,0,1,0,0
10660,3,8,23.12,0,23.24,3.67,0,1,0,0
10607,0,6,18.07,0,22.18,3.69,0,1,0,0
10293,3,26,23.15,0,44.35,10.9,1,1,0,0
10194,1,10,24.09,1,13.91,0.53,0,1,0,0
10432,3,39,27.06,3,1.0,2.4,1,1,0,0
10245,0,35,30.81,3,44.59,8.3,0,1,0,0
10184,1,40,89.39,1,22.75,1.7,0,0,1,0
10382,2,27,57.66,1,45.05,10.75,0,0,0,1
10105,3,31,26.68,0,42.4,8.61,0,1,0,0
10507,0,50,18.88,4,32.7,2.95,0,1,0,0
10391,2,31,30.23,1,21.95,2.6,1,1,0,0
10275,1,32,96.66,0,38.28,11.16,0,0,1,0
10291,1,8,62.74,3,13.11,2.8,0,0,0,1
10618,2,45,28.72,1,46.96,6.52,0,1,0,0
10235,1,3,88.62,0,23.61,6.24,0,0,1,0
10328,2,51,52.86,0,44.73,8.65,0,0,0,1
10428,0,34,87.25,4,37.16,2.67,1,0,1,0
10513,5,61,26.9,4,34.43,7.9,1,1,0,0
10685,0,58,102.5,0,36.86,7.34,0,0,1,0
10085,3,50,63.67,1,39.52,8.93,0,0,0,1
10046,3,16,56.97,2,26.34,1.47,0,0,0,1
10350,0,25,24.26,1,11.89,2.1,0,1,0,0
10057,2,51,57.52,1,44.53,5.54,0,0,0,1
10142,1,5,60.17,0,16.55,7.36,0,0,0,1
10126,1,60,56.07,0,19.0,1.94,0,0,0,1
10282,3,30,28.3,1,32.41,9.13,0,1,0,0
10401,1,42,94.34,0,48.01,6.6,0,0,1,0
10294,4,63,45.17,3,45.76,5.61,0,0,0,1
10649,2,8,45.02,1,38.54,9.35,0,0,0,1
10644,3,44,27.59,0,26.86,3.94,0,1,0,0
10007,0,23,19.78,0,32.47,8.42,1,1,0,0
10346,1,24,31.72,3,34.65,6.42,0,1,0,0
10282,2,29,28.3,3,30.92,2.72,0,1,0,0
10230,1,23,96.77,1,25.98,7.99,0,0,1,0
10514,3,58,24.24,1,32.29,6.5,0,1,0,0
10160,5,35,94.35,2,35.22,6.24,0,0,1,0
10563,2,58,59.16,0,27.91,3.28,0,0,0,1
10477,5,36,25.92,2,40.03,7.89,0,1,0,0
10302,0,37,14.93,0,48.94,8.7,1,1,0,0
10557,2,11,29.37,0,27.49,8.32,0,1,0,0
10685,2,60,102.5,1,31.67,7.19,0,0,1,0
10122,1,5,61.29,5,41.65,4.27,1,0,0,1
10191,7,61,93.06,1,26.29,8.06,0,0,1,0
10293,1,24,23.15,0,39.21,9.99,0,1,0,0
10218,0,8,27.01,1,34.32,3.37,0,1,0,0
10450,5,28,101.5,0,54.73,9.05,0,0,1,0
10034,2,48,57.18,1,12.4,5.39,0,0,0,1
10172,5,9,25.51,1,39.97,6.48,1,1,0,0
10046,0,13,56.97,1,18.03,5.37,0,0,0,1
