department,satisfaction,monthly_hours,years_at_company,salary_band,overtime,left_company
support,0.598,190.2,11,high,1,0
engineering,0.168,197.8,5,medium,1,1
operations,0.536,188.0,5,low,0,1
operations,0.121,148.4,1,low,0,1
sales,0.615,148.9,8,low,1,0
support,0.738,179.9,3,low,1,0
support,0.634,127.3,3,low,0,0
operations,0.86,165.1,0,medium,1,0
sales,0.988,168.8,13,medium,1,0
engineering,0.517,164.7,6,medium,1,0
sales,0.959,160.2,13,medium,1,0
support,0.332,185.4,8,high,0,1
sales,0.861,255.7,0,low,0,1
sales,0.563,179.9,7,medium,0,0
sales,0.297,189.2,9,medium,0,1
engineering,0.683,212.6,11,medium,0,0
sales,0.743,143.9,7,low,0,0
sales,0.343,210.0,6,medium,0,1
sales,0.669,175.2,1,medium,1,0
operations,0.538,173.0,0,high,0,0
engineering,0.78,210.4,13,low,1,0
engineering,0.513,194.3,7,low,0,0
operations,0.129,,5,medium,1,0
engineering,0.448,127.1,9,high,0,0
operations,0.248,140.2,1,high,0,0
operations,0.225,,7,medium,1,1
operations,0.669,,3,medium,0,1
operations,0.246,189.6,6,medium,1,1
support,0.598,186.0,9,low,0,0
support,0.297,202.7,4,medium,0,0
operations,0.75,131.3,13,medium,1,0
support,0.81,145.8,2,high,1,0
engineering,0.889,157.1,2,low,0,0
sales,0.849,148.3,6,low,1,0
sales,0.841,149.3,14,medium,0,0
operations,0.155,137.1,12,low,0,1
support,0.108,198.7,11,low,0,1
sales,0.757,,5,low,1,0
sales,0.656,161.5,4,medium,1,0
support,0.137,170.1,10,low,1,1
operations,0.287,148.1,2,medium,0,0
operations,0.534,197.3,14,low,0,1
engineering,0.676,192.5,9,low,0,0
support,0.559,204.1,14,high,0,0
engineering,0.991,160.2,5,high,1,0
support,0.514,79.4,10,medium,0,0
sales,0.26,210.1,12,high,0,1
engineering,0.112,198.3,3,low,1,0
support,0.447,192.1,7,high,1,0
sales,0.363,133.7,13,high,0,0
engineering,0.568,148.1,3,medium,0,0
support,0.436,194.4,11,low,0,0
sales,0.244,179.1,6,low,1,1
sales,0.806,129.7,8,low,0,0
sales,0.849,177.2,0,medium,0,0
support,0.757,129.7,7,medium,0,0
support,0.248,209.6,3,medium,1,0
operations,0.767,211.4,12,medium,1,1
operations,0.979,165.6,4,low,0,0
engineering,0.368,161.8,11,low,0,0
support,0.88,149.9,12,low,0,0
support,0.348,193.2,2,low,0,1
operations,0.103,190.5,4,low,1,1
operations,0.483,137.3,2,low,0,0
operations,0.507,173.4,8,medium,0,0
sales,0.453,151.3,3,medium,0,0
engineering,0.828,186.2,0,medium,1,0
sales,0.959,225.0,6,low,0,0
engineering,0.97,183.7,6,low,0,0
sales,0.102,102.5,3,high,0,1
operations,0.9,143.2,1,low,0,0
sales,0.462,203.4,0,low,0,1
sales,0.225,209.0,8,low,0,0
support,0.459,164.8,4,medium,1,1
sales,0.269,134.6,13,high,0,0
sales,0.935,162.5,4,low,0,0
operations,0.243,159.6,5,medium,1,1
operations,0.195,152.5,11,medium,0,0
engineering,0.182,163.1,0,low,1,1
operations,0.566,157.6,12,medium,0,0
support,0.858,225.7,4,medium,0,0
support,0.76,155.0,14,low,0,0
operations,0.512,152.4,2,high,0,1
sales,0.121,196.2,0,low,1,1
operations,0.235,183.2,8,medium,1,0
operations,0.579,154.6,3,high,0,0
operations,0.33,176.8,7,medium,1,1
operations,0.873,201.8,13,medium,1,0
engineering,0.955,134.8,5,low,0,0
support,0.561,168.0,7,low,0,0
engineering,0.637,,14,low,1,0
support,0.423,201.0,5,high,1,0
operations,0.759,188.2,5,low,1,0
sales,0.451,236.2,10,low,0,1
operations,0.846,152.5,1,medium,1,0
support,0.665,156.0,10,medium,1,1
support,0.265,159.0,1,medium,1,1
operations,0.214,184.3,6,low,1,1
support,0.91,167.3,12,low,1,1
operations,0.557,205.2,10,medium,1,0
engineering,0.386,156.8,6,low,1,1
operations,0.257,138.3,0,medium,0,1
sales,0.94,113.7,6,low,1,0
operations,0.996,157.9,13,high,0,0
engineering,0.892,201.8,0,low,0,0
engineering,0.763,194.2,12,low,0,0
sales,0.322,171.9,13,low,0,0
support,0.901,152.0,4,medium,0,0
operations,0.135,187.2,7,medium,1,1
operations,0.26,161.6,4,low,1,1
sales,0.621,233.3,12,medium,1,0
engineering,0.233,159.5,6,low,1,0
sales,0.876,168.6,12,low,0,1
engineering,0.746,186.7,12,low,0,0
sales,0.624,121.8,1,low,1,0
engineering,0.723,178.4,8,low,0,0
operations,0.357,181.9,5,high,1,1
support,0.525,210.1,14,low,0,0
engineering,0.158,133.2,4,high,1,1
support,0.89,173.6,1,medium,0,1
support,0.135,158.1,8,high,0,0
engineering,0.143,,3,medium,0,0
engineering,0.58,219.5,1,low,1,1
sales,0.588,136.4,3,medium,0,0
operations,0.427,242.8,13,medium,0,0
sales,0.415,183.4,4,low,1,0
sales,0.547,185.0,1,low,1,1
engineering,0.653,151.7,8,low,1,0
support,0.473,157.6,12,medium,0,0
operations,0.961,171.2,12,high,0,0
operations,0.533,139.0,1,low,0,0
sales,0.163,187.0,11,high,0,0
support,0.135,200.0,0,medium,0,0
support,0.265,152.3,0,high,0,1
engineering,0.586,105.3,11,low,1,1
support,0.92,130.4,0,medium,0,0
sales,0.61,176.2,3,medium,0,0
engineering,0.766,162.2,5,medium,0,0
engineering,0.445,154.1,13,high,1,0
operations,0.69,139.5,0,low,1,1
engineering,0.739,128.7,2,medium,0,0
sales,0.664,,9,low,0,1
engineering,0.305,229.2,4,high,0,0
sales,0.704,192.8,7,medium,0,0
operations,0.426,181.0,10,medium,0,0
engineering,0.869,164.2,10,medium,1,0
support,0.453,164.3,11,medium,0,0
operations,0.27,164.6,10,medium,0,0
engineering,0.319,153.3,7,low,1,0
engineering,0.533,173.4,12,medium,1,0
sales,0.684,203.2,8,low,0,0
sales,0.958,150.5,8,low,0,0
sales,0.123,192.9,5,medium,1,1
sales,0.414,184.7,7,medium,1,1
support,0.638,192.9,9,low,0,0
support,0.456,179.6,7,low,0,0
operations,0.93,185.0,3,medium,1,0
engineering,0.513,188.4,9,high,1,0
sales,0.476,191.6,0,medium,0,0
operations,0.419,191.0,12,high,0,0
support,0.107,184.2,8,medium,1,0
operations,0.433,185.5,4,medium,1,0
engineering,0.475,144.5,3,medium,0,0
engineering,0.465,208.2,2,high,1,0
engineering,0.816,203.0,1,medium,1,0
support,0.588,148.6,6,low,0,0
operations,0.804,117.4,13,low,0,0
sales,0.222,149.7,11,high,1,0
support,0.523,,1,low,0,1
sales,0.738,164.2,14,low,1,0
support,0.575,213.1,8,medium,0,0
sales,0.824,153.3,7,low,0,0
engineering,0.307,184.2,10,high,0,0
sales,0.816,153.1,0,medium,0,0
engineering,0.888,206.1,2,high,1,0
engineering,0.216,194.1,12,high,0,0
support,0.865,196.3,5,medium,0,0
engineering,0.381,163.0,0,medium,0,0
engineering,0.191,134.0,14,medium,0,0
engineering,0.316,167.3,7,high,1,1
sales,0.59,149.7,13,low,0,1
sales,0.336,170.4,11,low,0,1
engineering,0.33,187.7,4,low,0,0
engineering,0.206,103.9,1,medium,0,0
sales,0.955,174.2,4,medium,1,0
sales,0.394,108.0,12,medium,0,0
support,0.4,172.3,0,high,0,0
operations,0.529,170.6,2,medium,0,0
sales,0.92,178.9,4,medium,0,0
engineering,0.203,156.5,13,low,1,1
support,0.916,133.4,6,low,0,0
support,0.622,184.6,4,low,0,1
operations,0.274,217.9,11,medium,0,0
engineering,0.914,194.5,6,medium,0,0
sales,0.637,130.1,3,medium,0,0
engineering,0.749,,11,medium,0,1
engineering,0.411,157.4,2,medium,0,1
engineering,0.906,185.6,11,medium,0,0
operations,0.526,153.5,2,medium,0,1
engineering,0.121,168.0,10,medium,0,0
sales,0.839,134.8,1,high,0,0
sales,0.712,159.5,6,high,1,0
operations,0.695,171.5,4,low,0,0
support,0.445,158.8,10,low,1,0
operations,0.255,184.4,9,low,0,0
sales,0.969,187.5,4,high,1,0
support,0.625,196.8,7,medium,0,0
engineering,0.622,160.1,14,high,1,0
sales,0.258,153.1,6,medium,1,1
support,0.243,175.1,5,medium,0,0
engineering,0.576,98.0,3,high,0,0
operations,0.434,152.1,1,medium,0,0
support,0.531,187.9,6,medium,0,1
engineering,0.209,181.7,10,medium,1,0
sales,0.867,166.1,2,low,0,0
engineering,0.871,165.4,0,low,0,0
operations,0.764,127.1,9,low,0,0
operations,0.397,207.4,7,high,1,0
sales,0.34,190.1,12,medium,0,0
engineering,0.78,177.7,4,medium,0,0
operations,0.887,163.4,9,low,0,0
engineering,0.545,171.2,10,high,1,1
operations,0.532,204.2,5,medium,1,1
sales,0.562,173.4,12,medium,1,0
support,0.498,,11,medium,0,1
sales,0.979,,12,high,1,0
sales,0.483,195.9,6,low,0,0
sales,0.314,132.0,0,medium,1,0
engineering,0.799,148.8,1,low,1,0
sales,0.117,180.5,12,medium,0,0
operations,0.249,165.8,3,medium,0,1
operations,0.308,146.0,7,low,0,1
engineering,0.247,158.4,6,low,1,1
support,0.91,208.9,4,low,0,0
engineering,0.217,125.9,9,low,1,1
sales,0.187,116.7,11,medium,0,1
engineering,0.409,129.8,9,low,0,0
support,0.463,155.6,0,medium,0,0
support,0.684,181.0,4,medium,0,0
sales,0.854,141.8,10,low,0,0
operations,0.468,220.5,1,low,0,1
operations,0.926,157.0,13,low,0,0
support,0.122,211.2,2,low,1,1
support,0.429,170.5,12,low,0,0
engineering,0.805,222.7,3,low,1,1
engineering,0.328,136.7,2,low,0,0
sales,0.326,222.4,9,low,0,1
sales,0.875,184.2,13,low,0,0
operations,0.374,196.6,3,high,0,1
operations,0.936,155.4,3,low,0,0
operations,0.57,184.3,7,high,0,0
sales,0.711,216.7,3,low,1,0
operations,0.803,128.7,14,medium,0,0
engineering,0.676,178.5,14,low,1,0
engineering,0.504,145.8,13,medium,0,0
sales,0.12,196.4,3,low,0,0
operations,0.916,182.1,3,low,1,1
operations,0.93,125.9,8,medium,1,0
engineering,0.467,137.1,9,high,1,0
support,0.906,259.6,2,low,0,1
engineering,0.252,136.6,6,low,0,0
support,0.193,154.6,6,low,0,0
engineering,0.396,199.1,10,medium,1,1
support,0.892,150.9,14,high,0,0
sales,0.776,181.7,13,medium,1,0
engineering,0.877,212.1,1,medium,0,0
engineering,0.971,184.1,3,low,1,0
engineering,0.148,153.9,9,low,0,0
sales,0.231,153.6,2,low,1,1
operations,0.867,123.5,0,high,1,0
operations,0.901,214.9,5,low,0,0
support,0.983,198.5,1,medium,1,0
operations,0.44,168.3,9,low,0,1
support,0.344,149.6,0,low,0,0
support,0.245,212.4,4,low,0,0
support,0.617,204.6,2,low,0,1
support,0.715,150.2,11,medium,1,0
sales,0.693,161.6,3,low,0,1
sales,0.735,,7,medium,0,0
engineering,0.307,162.8,4,low,0,0
sales,0.194,156.8,9,high,0,0
support,0.382,161.3,13,medium,1,0
operations,0.766,181.5,5,low,0,0
engineering,0.807,141.6,1,low,1,1
support,0.482,186.6,1,low,0,0
engineering,0.298,167.3,7,low,1,1
sales,0.436,152.1,7,medium,1,0
engineering,0.202,158.4,0,low,0,0
engineering,0.256,167.7,1,medium,0,1
support,0.968,174.3,9,medium,0,0
sales,0.309,153.0,6,medium,0,0
support,0.738,153.0,4,low,1,0
sales,0.828,175.5,2,low,0,0
sales,0.995,145.5,12,medium,0,0
operations,0.236,147.7,3,medium,1,0
engineering,0.128,176.7,3,medium,0,1
operations,0.532,118.7,11,low,0,0
engineering,0.98,171.8,11,low,0,0
sales,0.163,155.0,13,low,0,1
sales,0.67,140.8,2,low,0,0
sales,0.389,201.6,12,medium,0,0
support,0.567,99.4,5,low,1,0
engineering,0.989,169.9,10,low,1,0
sales,0.298,212.2,6,medium,0,0
engineering,0.108,140.4,12,low,0,1
engineering,0.786,182.2,11,low,0,0
operations,0.645,150.8,14,low,1,0
sales,0.52,194.5,11,low,0,0
engineering,0.798,207.9,14,medium,0,0
engineering,0.604,161.4,1,high,1,0
operations,0.401,206.8,11,low,0,0
operations,0.69,207.1,3,low,1,1
engineering,0.707,146.6,8,medium,0,0
engineering,0.977,184.3,0,low,0,0
support,0.22,162.0,13,low,0,1
engineering,0.365,161.7,10,medium,0,0
operations,0.638,185.8,11,low,1,0
engineering,0.754,151.5,1,high,0,0
operations,0.108,134.2,13,medium,0,0
operations,0.644,168.2,11,high,0,0
engineering,0.838,230.8,13,low,0,0
operations,0.913,207.0,4,low,0,0
support,0.892,194.0,6,low,1,0
engineering,0.895,117.0,8,high,1,0
support,0.632,175.5,6,medium,1,0
support,0.967,145.5,1,low,0,0
engineering,0.707,178.8,5,low,0,1
sales,0.811,151.9,1,low,0,0
sales,0.16,,5,low,0,0
support,0.791,171.7,10,medium,0,0
operations,0.29,216.4,1,low,0,1
engineering,0.402,147.3,3,low,0,0
engineering,0.759,124.0,6,medium,1,0
sales,0.438,158.7,7,high,1,1
engineering,0.553,162.5,1,low,1,1
engineering,0.819,170.1,1,medium,0,1
operations,0.986,182.5,13,high,0,0
operations,0.485,147.0,4,high,0,0
engineering,0.252,188.4,13,medium,0,0
sales,0.591,193.6,7,low,1,1
support,0.998,158.3,14,high,0,0
support,0.763,159.3,14,medium,0,0
sales,0.109,198.5,13,high,1,0
sales,0.786,129.4,4,medium,0,0
sales,0.443,209.2,8,low,1,1
engineering,0.974,152.8,0,medium,0,0
sales,0.977,168.0,2,low,0,0
sales,0.428,,12,low,1,0
operations,0.857,167.0,13,medium,0,0
engineering,0.93,172.5,4,low,0,0
engineering,0.88,130.6,5,medium,0,0
support,0.651,164.2,5,low,1,0
sales,0.724,154.7,5,low,1,0
operations,0.232,176.9,0,low,1,0
sales,0.128,76.1,10,low,0,0
sales,0.342,217.8,12,low,1,0
engineering,0.562,148.6,5,medium,1,1
operations,0.257,241.9,10,low,1,1
support,0.378,210.0,11,low,0,0
support,0.855,126.8,0,low,0,0
operations,0.974,192.0,6,medium,0,0
sales,0.187,137.1,8,medium,0,0
engineering,0.684,162.4,1,low,0,0
engineering,0.794,158.3,11,medium,0,0
operations,0.554,124.6,9,high,0,1
engineering,0.431,201.7,0,medium,0,0
sales,0.915,136.1,11,low,1,0
support,0.888,155.6,13,medium,1,0
sales,0.586,201.6,4,medium,0,0
engineering,0.142,195.3,13,medium,0,0
engineering,0.709,222.5,14,high,0,0
support,0.628,161.3,3,medium,1,0
engineering,0.641,188.2,0,high,0,0
support,0.642,159.0,4,high,1,1
sales,0.156,186.7,11,medium,0,0
engineering,0.184,199.8,0,medium,0,0
engineering,0.873,153.7,8,low,0,0
operations,0.232,163.9,14,medium,1,0
engineering,0.646,157.1,13,low,0,0
engineering,0.177,167.8,9,low,1,1
engineering,0.33,178.2,7,medium,1,0
engineering,0.237,154.9,14,low,1,0
sales,0.692,199.2,13,low,0,0
support,0.265,174.9,6,low,0,0
engineering,0.178,222.0,13,medium,0,0
engineering,0.251,199.0,1,high,1,1
sales,0.192,171.6,14,medium,0,0
sales,0.919,212.9,0,high,0,0
sales,0.803,201.0,10,low,0,0
engineering,0.824,233.4,3,high,0,0
engineering,0.717,180.5,0,high,0,0
operations,0.64,152.3,7,low,0,1
support,0.517,222.0,13,low,0,1
operations,0.974,146.5,8,low,1,0
engineering,0.56,165.3,13,medium,1,0
operations,0.806,191.5,7,high,0,0
engineering,0.815,137.0,0,medium,0,0
sales,0.365,156.9,5,low,1,0
sales,0.37,131.1,10,low,0,1
engineering,0.86,152.6,9,low,0,0
support,0.289,159.9,2,medium,0,0
engineering,0.261,216.0,1,medium,0,1
engineering,0.498,161.1,1,high,0,0
operations,0.368,147.6,4,low,0,0
engineering,0.413,178.9,6,medium,0,0
operations,0.134,160.6,3,low,0,1
support,0.323,182.5,0,medium,0,0
operations,0.931,142.8,11,low,0,0
engineering,0.395,158.1,13,medium,0,0
sales,0.314,218.0,5,low,1,1
operations,0.552,155.0,7,low,0,0
engineering,0.921,147.7,6,low,0,0
sales,0.701,213.5,12,low,0,0
operations,0.409,166.1,2,high,0,0
engineering,0.656,155.7,2,medium,0,0
support,0.802,147.4,0,high,0,0
operations,0.949,167.5,10,low,0,0
sales,0.362,150.3,4,high,1,0
sales,0.202,227.4,13,high,0,0
sales,0.132,155.3,8,medium,0,0
engineering,0.377,185.1,1,medium,0,0
sales,0.374,158.7,11,low,0,0
sales,0.387,123.1,0,medium,0,0
support,0.451,152.3,7,low,1,1
operations,0.968,195.9,2,low,1,0
engineering,0.897,238.7,3,medium,0,0
sales,0.721,186.0,8,medium,0,0
operations,0.498,200.1,13,low,0,0
support,0.721,204.1,1,low,0,0
support,0.476,182.4,11,medium,1,1
sales,0.318,169.9,14,low,0,0
engineering,0.335,175.3,11,low,1,1
engineering,0.723,,4,low,0,0
sales,0.942,150.0,6,high,0,0
sales,0.837,183.5,12,low,1,0
operations,0.692,149.9,4,low,0,0
engineering,0.745,213.3,12,medium,1,0
operations,0.266,176.9,6,high,1,1
engineering,0.227,,2,low,0,1
sales,0.496,177.1,0,medium,0,1
engineering,0.273,157.8,11,medium,0,0
operations,0.385,212.7,1,high,0,0
support,0.522,143.1,12,low,0,0
sales,0.417,191.6,8,low,1,0
support,0.525,122.1,13,low,0,0
operations,0.701,220.1,0,low,0,1
sales,0.737,126.3,8,low,1,0
sales,0.108,155.7,7,low,0,0
support,0.754,221.6,6,medium,1,1
support,0.249,218.9,8,low,0,0
support,0.867,147.1,5,low,1,0
sales,0.26,245.2,0,high,0,0
engineering,0.373,211.2,11,low,0,0
support,0.108,177.3,3,low,0,0
operations,0.472,171.7,4,medium,0,0
engineering,0.386,182.1,6,medium,0,1
sales,0.524,165.1,6,medium,0,1
engineering,0.878,164.8,9,low,0,0
sales,0.97,164.2,14,medium,0,0
support,0.775,154.4,12,medium,0,0
operations,0.613,144.9,3,medium,0,1
sales,0.712,149.6,8,low,0,0
support,0.887,153.8,0,low,0,0
engineering,0.725,196.3,12,low,0,0
support,0.162,186.7,14,medium,1,0
sales,0.632,184.5,14,low,1,0
engineering,0.103,214.2,6,high,0,0
engineering,0.787,211.6,11,medium,0,0
sales,0.357,146.6,4,low,0,1
engineering,0.335,185.5,0,low,0,1
sales,0.326,117.1,8,medium,0,0
engineering,0.59,97.1,11,low,0,0
engineering,0.353,141.9,7,low,0,1
engineering,0.256,171.2,6,low,0,1
engineering,0.82,193.3,7,medium,0,0
support,0.711,162.8,9,low,1,0
operations,0.3,171.4,14,low,0,0
operations,0.83,208.3,5,medium,0,0
engineering,0.248,157.5,12,high,0,1
operations,0.775,160.0,11,medium,0,0
operations,0.573,163.2,10,low,0,0
engineering,0.636,,11,low,1,0
sales,0.434,227.0,10,medium,0,0
operations,0.357,164.5,10,low,1,0
operations,0.21,136.5,11,medium,0,0
sales,0.428,157.4,0,medium,0,0
operations,0.783,203.0,5,low,0,0
engineering,0.861,190.1,14,medium,0,0
operations,0.794,192.6,10,medium,0,0
operations,0.122,181.0,13,low,0,0
sales,0.105,188.0,14,medium,1,0
operations,0.238,158.9,9,low,0,1
support,0.508,178.5,12,high,0,1
support,0.628,180.0,12,low,1,0
sales,0.878,177.5,13,low,0,0
engineering,0.268,172.3,8,medium,0,0
engineering,0.918,250.2,8,low,1,0
sales,0.942,154.6,9,medium,0,0
operations,0.724,142.0,12,medium,0,0
sales,0.836,121.4,11,medium,0,0
support,0.596,172.5,1,high,0,0
support,0.161,196.5,4,low,0,0
sales,0.574,114.0,8,high,0,0
engineering,0.547,204.6,0,medium,0,0
support,0.444,218.1,6,medium,0,0
engineering,0.567,161.5,0,medium,0,0
support,0.791,176.0,3,high,0,0
sales,0.735,150.8,12,high,0,0
engineering,0.747,186.6,11,low,1,0
operations,0.197,98.9,6,low,1,1
engineering,0.725,198.5,7,medium,0,0
sales,0.102,146.3,5,medium,1,0
engineering,0.198,179.5,9,low,0,1
sales,0.926,195.0,9,high,0,0
operations,0.72,205.0,12,high,0,0
support,0.296,110.9,11,medium,1,0
engineering,0.302,135.2,2,low,1,1
support,0.639,150.9,4,medium,0,0
operations,0.411,138.9,7,low,0,1
sales,0.187,159.1,14,medium,0,0
sales,0.11,168.3,5,medium,0,0
engineering,0.645,182.4,8,medium,0,0
operations,0.557,200.4,10,low,1,0
engineering,0.856,162.0,6,low,0,1
engineering,0.772,164.1,3,medium,0,0
operations,0.735,182.2,8,medium,0,0
sales,0.71,106.8,4,low,0,0
support,0.401,167.4,8,medium,0,0
operations,0.645,138.6,7,medium,1,1
operations,0.507,108.8,14,medium,0,0
sales,0.62,167.0,8,low,1,0
sales,0.681,166.2,0,medium,0,0
sales,0.253,141.2,7,high,1,0
support,0.922,208.8,11,low,0,0
support,0.983,203.0,7,medium,0,0
engineering,0.527,248.3,14,high,0,0
engineering,0.317,155.6,1,low,1,1
engineering,0.184,125.9,14,low,0,0
engineering,0.614,176.4,0,high,0,0
sales,0.658,151.9,1,medium,1,0
sales,0.211,190.3,6,medium,1,0
support,0.857,156.4,9,low,0,0
support,0.24,180.5,14,low,0,0
support,0.153,155.4,7,low,0,0
engineering,0.272,138.5,5,low,0,0
sales,0.55,169.1,0,medium,0,0
sales,0.579,167.6,7,medium,0,0
operations,0.192,209.9,9,low,1,0
sales,0.633,160.8,0,low,0,1
support,0.124,163.3,7,low,0,0
operations,0.364,152.9,2,medium,0,1
support,0.918,197.5,6,medium,1,0
engineering,0.996,219.3,0,high,0,0
support,0.624,123.8,11,medium,1,1
operations,0.377,202.2,4,low,0,1
engineering,0.411,236.6,7,medium,0,1
engineering,0.753,175.6,11,medium,0,0
support,0.273,194.3,0,low,0,1
sales,0.5,160.1,9,high,0,0
sales,0.411,153.2,8,low,0,1
sales,0.388,141.4,4,low,1,1
sales,0.249,150.2,8,medium,0,0
engineering,0.223,149.9,14,low,1,0
engineering,0.42,,8,medium,0,0
sales,0.775,132.5,2,low,0,0
sales,0.542,166.3,7,high,0,0
sales,0.794,142.3,1,medium,0,0
sales,0.467,187.0,5,medium,1,0
sales,0.557,156.4,10,medium,1,0
operations,0.698,184.6,13,low,1,0
engineering,0.427,200.8,11,medium,0,1
sales,0.411,151.6,0,medium,1,1
sales,0.419,211.1,9,medium,0,1
operations,0.886,165.8,8,high,0,0
engineering,0.187,166.2,7,high,1,1
operations,0.679,190.9,10,medium,0,0
operations,0.389,173.9,11,low,1,1
engineering,0.675,228.0,8,low,1,0
sales,0.899,,11,medium,1,0
engineering,0.931,141.8,1,medium,0,0
operations,0.517,199.4,0,medium,1,1
engineering,0.976,204.5,1,medium,0,0
sales,0.859,154.1,5,low,1,0
sales,0.847,142.4,0,low,1,0
operations,0.91,182.4,2,medium,0,1
operations,0.714,,6,low,0,0
sales,0.269,154.8,6,low,1,1
sales,0.624,179.2,0,low,0,0
sales,0.956,145.6,8,low,0,0
engineering,0.529,152.5,14,medium,1,1
operations,0.574,200.8,7,low,0,0
engineering,0.948,,10,low,1,0
engineering,0.637,173.7,13,low,1,0
engineering,0.11,190.9,14,medium,1,0
support,0.932,160.3,12,low,0,0
sales,0.518,165.4,1,medium,1,0
operations,0.908,213.5,2,medium,0,0
operations,0.864,143.6,3,low,1,0
sales,0.621,179.9,7,medium,0,0
sales,0.287,174.8,4,low,0,1
sales,0.253,178.5,5,low,1,1
engineering,0.297,144.8,11,high,1,0
sales,0.339,207.2,14,low,0,0
engineering,0.933,201.3,2,medium,0,0
operations,0.97,139.0,6,low,0,0
operations,0.683,151.0,10,medium,1,0
support,0.523,133.0,10,medium,0,0
support,0.444,126.3,7,medium,1,0
support,0.1,163.2,3,low,0,0
engineering,0.989,141.8,12,low,1,0
sales,0.919,134.6,1,medium,0,0
engineering,0.188,197.2,1,low,1,1
support,0.822,136.4,14,low,0,0
engineering,0.764,190.6,7,medium,1,0
engineering,0.705,173.1,0,low,1,0
operations,0.388,146.7,4,high,0,0
support,0.907,209.3,9,high,1,0
sales,0.588,199.8,12,high,0,0
support,0.406,132.0,11,medium,0,0
support,0.309,195.1,8,low,0,0
operations,0.573,180.2,14,low,0,0
operations,0.453,143.6,12,low,0,0
operations,0.776,217.1,11,medium,0,0
support,0.435,157.7,2,low,0,0
engineering,0.524,190.5,10,low,1,1
operations,0.793,185.5,0,high,0,0
engineering,0.671,204.4,12,high,0,0
sales,0.427,154.6,13,medium,0,0
sales,0.3,136.4,1,high,0,0
sales,0.468,221.8,2,low,1,1
operations,0.527,,1,low,1,1
engineering,0.381,204.8,3,high,0,0
sales,0.562,186.2,13,low,0,0
support,0.816,135.0,8,medium,0,0
sales,0.645,155.3,10,low,1,0
sales,0.436,167.9,0,low,0,1
support,0.816,174.7,10,high,1,1
engineering,0.423,157.5,13,low,0,0
support,0.877,183.0,7,medium,1,0
operations,0.84,205.0,5,medium,0,0
support,0.949,179.0,12,high,1,0
engineering,0.302,162.1,4,low,0,0
support,0.622,230.8,7,medium,1,0
operations,0.283,162.5,0,low,0,1
engineering,0.464,172.7,1,low,1,0
operations,0.133,173.7,10,high,1,1
support,0.226,209.4,8,high,0,0
sales,0.742,161.7,1,high,1,0
operations,0.226,110.1,6,low,0,1
support,0.378,123.3,10,low,0,0
engineering,0.65,157.3,12,high,0,0
engineering,0.494,164.3,12,medium,0,0
engineering,0.598,102.3,4,medium,0,0
sales,0.749,214.7,9,medium,0,1
sales,0.205,188.6,1,high,0,0
sales,0.406,178.8,8,medium,0,0
engineering,0.683,175.9,0,medium,1,0
support,0.44,191.7,11,high,0,0
operations,0.567,170.6,7,low,1,0
sales,0.348,174.6,11,medium,0,0
sales,0.975,220.2,0,low,0,0
engineering,0.319,110.7,9,low,0,1
sales,0.234,166.9,5,low,1,1
support,0.82,137.1,14,low,1,1
support,0.614,195.7,10,medium,0,0
support,0.497,121.1,9,low,0,0
support,0.713,205.1,0,low,0,0
sales,0.556,,9,low,0,0
sales,0.876,147.2,11,low,1,0
sales,0.5,,3,medium,0,0
sales,0.578,150.1,9,low,0,0
sales,0.905,185.8,8,low,0,0
sales,0.654,189.0,10,high,0,0
support,0.121,177.3,6,medium,0,0
operations,0.331,129.2,0,high,0,0
engineering,0.235,167.1,8,medium,0,1
operations,0.156,140.5,4,low,0,1
support,0.766,170.7,0,high,0,0
engineering,0.467,167.4,8,low,0,0
operations,0.625,195.9,0,low,0,0
engineering,0.39,130.6,11,low,0,0
sales,0.393,154.1,4,low,0,1
operations,0.804,,11,medium,0,0
support,0.88,180.5,5,low,1,0
sales,0.203,122.7,10,high,0,0
engineering,0.554,194.5,9,high,1,0
sales,0.153,127.8,6,low,0,0
sales,0.351,156.5,12,low,0,0
operations,0.235,167.8,10,medium,0,0
sales,0.858,141.9,9,low,0,0
support,0.193,189.7,5,high,1,0
support,0.324,127.5,13,medium,1,1
engineering,0.328,152.5,5,medium,1,0
operations,0.175,176.4,9,low,0,0
operations,0.267,149.7,11,low,1,0
support,0.692,170.5,13,high,1,0
sales,0.527,234.6,9,low,1,0
support,0.358,195.7,3,medium,1,1
sales,0.982,118.9,13,low,1,0
engineering,0.188,168.6,10,low,0,1
sales,0.982,179.5,1,medium,0,0
operations,0.945,208.4,14,medium,0,0
support,0.359,184.0,7,low,1,1
support,0.392,182.6,7,medium,0,0
engineering,0.35,147.4,10,high,0,0
sales,0.748,195.0,9,low,1,0
operations,0.18,196.8,8,low,0,1
support,0.252,127.6,14,high,0,0
engineering,0.455,168.1,10,low,0,0
engineering,0.774,142.7,7,medium,0,0
engineering,0.631,116.3,12,medium,1,0
operations,0.471,157.1,13,low,1,0
support,0.615,174.2,11,medium,1,0
operations,0.822,172.8,7,medium,1,0
sales,0.692,155.5,9,medium,0,0
engineering,0.331,187.5,4,low,1,1
support,0.465,217.7,5,low,0,0
sales,0.418,201.1,14,low,0,0
engineering,0.378,149.7,0,medium,1,1
engineering,0.468,176.1,6,medium,1,0
sales,0.842,245.9,4,medium,0,0
